Commit Sha;Date;Author;Referenced Ticket;Version;Committed Files
61e619c2b;2013-07-20;AUTHOR=Sijie Guo;MES=BOOKKEEPER-652: Logger class name is wrong in LedgerCacheImpl.java (Rakesh via sijie);5;1
a889f63d1;2013-07-22;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-607: Filtered Messages Require ACK from Client Causes User Being Throttled Incorrectly Forever (sijie via ivank);5;2
67ffec189;2013-07-24;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-653: Timeout option is missing in few testcases (Rakesh via ivank);5;6
d3328c5a7;2013-07-24;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-642: Bookie returns incorrect exitcode, ExitCode.ZK_REG_FAIL is getting overridden (Rakesh via ivank);5;3
22509a7a2;2013-07-29;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-663: HierarchicalLedgerManager iterator is missing some ranges and the last ledger in the range (mmerli via ivank);5;3
d1ad860f8;2013-08-12;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-604: Ledger storage can log an exception if GC happens concurrently. (sijie & ivank via ivank);5;2
94d65d8d2;2013-08-13;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-667: Client write will fail with BadMetadataVersion in case of multiple Bookie failures with AutoRecovery enabled (sijie via ivank);5;3
2179f1bf6;2013-08-20;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-668: Race between PerChannelBookieClient#channelDisconnected() and disconnect() calls can make clients hang while add/reading entries in case of multiple bookie failures (sijie & ivank via ivank);5;2
f41bb6f8b;2013-08-20;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-624: Reduce logs generated by ReplicationWorker (vinay via ivank);5;1
c4fd34f0f;2013-08-21;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-632: AutoRecovery should consider read only bookies (vinay via ivank);5;12
d8e697238;2013-08-22;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-649: Race condition in sync ZKUtils.createFullPathOptimistic() (ivank);5;5
98d6dcec7;2013-08-23;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-580: improve close logic (sijie & ivank via ivank);5;2
aadaae443;2013-09-10;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-446: BookKeeper.createLedger(..) should not mask the error with ZKException (sijie via ivank);5;7
bc0eb8b14;2013-09-10;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-675: Log noise fixup before cutting 4.2.2 (ivank);5;11
441891b2d;2013-09-27;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-683: TestSubAfterCloseSub fails on 4.2 (jiannan via ivank);5;1
dea488afb;2013-10-02;AUTHOR=Sijie Guo;MES=BOOKKEEPER-640: Log improvement - add shutdown/exit log message for the bookie services (rakesh via sijie);5;10
e2013e3f2;2013-10-02;AUTHOR=Sijie Guo;MES=BOOKKEEPER-666: Naming threads of ExecutorService (rakesh via sijie);5;15
3d9bb20a7;2013-10-02;AUTHOR=Sijie Guo;MES=BOOKKEEPER-645: Bookkeeper shell command to get a list of readonly bookies (rakesh via sijie);5;1
8dafa943a;2013-10-02;AUTHOR=Sijie Guo;MES=BOOKKEEPER-686: Bookie startup will fail if one of the configured ledgerDir is full and the same is used for replaying the journal (Rakesh via sijie);5;3
0f853a49d;2013-10-11;AUTHOR=Sijie Guo;MES=BOOKKEEPER-658: ledger cache refactor (Robin Dhamankar via sijie);6;9
d9f4e60c8;2013-10-11;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-638: Two bookies could start at the same time to access bookie data. (sijie via ivank);6;1
bedfebf93;2013-10-12;AUTHOR=Sijie Guo;MES=BOOKKEEPER-657: Journal Improvement (Robin Dhamankar via sijie);6;24
dc1f36e98;2013-10-12;AUTHOR=Sijie Guo;MES=BOOKKEEPER-657: Journal Improvement (Robin Dhamankar via sijie) (add missing file);6;1
16978d671;2013-10-14;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-605: Use static Logger objects everywhere for bookkeeper (sijie via ivank);6;72
a3575c3eb;2013-10-14;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-676: Make add asynchrounous in ledger recovery (aniruddha via ivank);6;1
33ea58027;2013-10-14;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-673: Ledger length can be inaccurate in failure case (sijie via ivank);6;3
24dc8ac30;2013-10-22;AUTHOR=Sijie Guo;MES=BOOKKEEPER-688: NPE exception in PerChannelBookieClient (ivank via sijie);6;1
9602c32f1;2013-10-22;AUTHOR=Sijie Guo;MES=BOOKKEEPER-664: Compaction increases latency on journal writes (ivank via sijie);6;6
bf5c1838b;2013-10-22;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-659: LRU page management in ledger cache. (Aniruddha, Robin Dhamankar & sijie via ivank);6;13
2d0cd0d1b;2013-10-29;AUTHOR=Sijie Guo;MES=BOOKKEEPER-602: we should have request timeouts rather than channel timeout in PerChannelBookieClient (Aniruddha, ivank via sijie);6;11
cd05194d8;2013-10-29;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-614: Generic stats interface, which multiple providers can be plugged into (sijie & ivank via ivank);6;9
6c6ec2b2f;2013-10-29;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-615: Twitter stats implementation of stats interface (sijie via ivank);6;9
f345cb947;2013-10-30;AUTHOR=Sijie Guo;MES=BOOKKEEPER-698: Bookie client closure is not considering timeoutExecutor (rakesh via sijie);6;1
ea4a13a45;2013-10-30;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-700: GarbageCollectorThread exsiting with ArrayIndexOutOfBoundsException (rakeshr via ivank);6;2
eb7066a02;2013-11-09;AUTHOR=Sijie Guo;MES=BOOKKEEPER-699: Codahale metrics implementation of stats API (ivank via sijie);6;3
67dccebdb;2013-11-22;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-678: BookieServer shutdown hangs indefinitely at NioServerSocketChannelFactory.releaseExternalResources (rakeshr via ivank);6;1
7c7e00969;2013-12-02;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-565: Make an option to separate storing entry log files from index files. (sijie via ivank);6;12
810f10e9c;2013-12-05;AUTHOR=Sijie Guo;MES=BOOKKEEPER-711: bookkeeper-daemon.sh will not remove the pid file one successful stop (vinay via sijie);6;0
42185c2e3;2013-12-05;AUTHOR=Sijie Guo;MES=BOOKKEEPER-712: bookkeeper script should use java from JAVA_HOME (vinay via sijie);6;0
34c260bfc;2013-12-06;AUTHOR=Sijie Guo;MES=BOOKKEEPER-701: Improve exception handling of Bookkeeper threads (rakesh via sijie);6;10
5c3a30f8e;2014-01-03;AUTHOR=Flavio Paiva Junqueira;MES=BOOKKEEPER-709: SlowBookieTest#testSlowBookie fails intermittently (Rakesh R via fpj);6;3
79a73f0f7;2014-01-09;AUTHOR=Sijie Guo;MES=BOOKKEEPER-714: Logging channel exceptions in PerChannelBookieClient (sijie);6;1
da8864ad7;2014-01-15;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-662: Major GC should kick in immediately if remaining space reaches a warning threshold (sijie via ivank);6;12
78c0d2515;2014-01-17;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-710: OpenLedgerNoRecovery should watch ensemble change. (sijie via ivank);6;11
96cc0e11c;2014-01-21;AUTHOR=Sijie Guo;MES=BOOKKEEPER-429: Provide separate read and write threads in the bookkeeper server (Aniruddha via sijie);6;10
75f103d9d;2014-01-21;AUTHOR=Sijie Guo;MES=BOOKKEEPER-696: stats collection on bookkeeper client (Aniruddha, ivank via sijie);6;10
23f3760dd;2014-01-21;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-719: Inconsistent synchronization of org.apache.bookkeeper.stats.CodahaleMetricsProvider.metrics (sijie via ivank);6;1
9b1e561cb;2014-01-21;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-661: Turn readonly back to writable if spaces are reclaimed. (sijie via ivank);6;10
7b44d9552;2014-01-22;AUTHOR=Sijie Guo;MES=BOOKKEEPER-720: CheckpointSource.MIN#compareTo does exactly the opposite of what it should (ivank via sijie);6;1
694568b0f;2014-01-22;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-643: Improve concurrency of entry logger (sijie & Aniruddha via ivank);6;8
8bb0cde55;2014-01-24;AUTHOR=Sijie Guo;MES=BOOKKEEPER-703: Document all the settings added in BOOKKEEPER-656 (sijie);6;0
0345c8095;2014-02-02;AUTHOR=Sijie Guo;MES=BOOKKEEPER-708: Shade protobuf library to avoid incompatible versions (rakesh, ivank via sijie);6;0
92a627816;2014-02-05;AUTHOR=Flavio Paiva Junqueira;MES=BOOKKEEPER-644: Provide a bookie address wrapper (sijie via fpj);7;60
94ebe62b8;2014-02-05;AUTHOR=Flavio Paiva Junqueira;MES=BOOKKEEPER-727: Names of bookie write/read threads are backwards (ivank via fpj);7;1
63232dec0;2014-02-06;AUTHOR=Sijie Guo;MES=BOOKKEEPER-728: Bookkeeper#Builder is not public, so can't be used outside of client package (ivank via fpj);7;1
b62a67b1b;2014-02-06;AUTHOR=Sijie Guo;MES=BOOKKEEPER-729: Bookie shouldn't exit with 0, if exiting from deathwatcher and thread death was caused by OOM (ivank via fpj);7;1
3870ff300;2014-02-06;AUTHOR=Sijie Guo;MES=BOOKKEEPER-725: AutoRecoveryMain should exit with error code if deathwatcher finds dead thread (ivank via sijie);7;1
7e0b69cac;2014-02-06;AUTHOR=Sijie Guo;MES=BOOKKEEPER-726: PerChannelBookieClient should print address that it failed to connect to when it fails to correct (ivank via sijie);7;1
8aafd10f6;2014-02-06;AUTHOR=Flavio Paiva Junqueira;MES=BOOKKEEPER-724: Shade introduces RAT error (sijie via fpj);7;0
68ffb83d6;2014-02-10;AUTHOR=Sijie Guo;MES=BOOKKEEPER-732: Add env variable ENTRY_FORMATTER_CLASS to the bkenv.sh (rakesh via sijie);7;0
f19744d30;2014-02-10;AUTHOR=Sijie Guo;MES=BOOKKEEPER-731: Missing BOOKIE_PID_DIR and BOOKIE_STOP_TIMEOUT in env variables list (rakesh via sijie);7;0
653dd6d73;2014-02-21;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-654: Bookkeeper client operations are allowed even after its closure, bk#close() (sijie via ivank);7;16
261bb8f67;2014-03-07;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-717: journal should look forward to group time-out entries (sijie via ivank);7;3
12daded8c;2014-03-07;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-715: bookie: delay dropping journal cached pages (sijie via ivank);7;2
9d4ce1671;2014-03-07;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-730: Shade pom file missing apache license header (ivank);7;0
2d427e8d4;2014-03-07;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-363: Re-distributing topics among newly added hubs. (aniruddha via ivank);7;10
1ac25ebe9;2014-03-10;AUTHOR=Sijie Guo;MES=BOOKKEEPER-740: AutoRecoveryMainTest#testAutoRecoverySessionLoss is failing (Rakesh via sijie);7;1
885331639;2014-03-12;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-432: Improve performance of entry log range read per ledger entries (yixue, sijie via ivank);7;15
e1838f478;2014-04-24;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-742: Fix for empty ledgers losing quorum. (ivank);7;8
54c54f71a;2014-04-24;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-743: Periodic ledger check running too often as doc doesn't match implementation. (ivank);7;2
5c1888665;2014-04-29;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-716: padding writes for bookie journal (sijie via ivank);7;8
4c2750683;2014-05-06;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-744: Run the auditor bookie check periodically (ivank);7;2
e824ac269;2014-05-06;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-744: Run the auditor bookie check periodically (ivank) [missing files];7;2
19b821c63;2014-05-09;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-629: Support hostname based ledger metadata to help users to change IP with existing installation (rakeshr via ivank);7;7
3ed06c0e9;2014-05-12;AUTHOR=Sijie Guo;MES=BOOKKEEPER-747: Implement register/unregister LedgerMetadataListener in MSLedgerManagerFactory (fpj via sijie);7;9
e3594b50f;2014-05-14;AUTHOR=Flavio Paiva Junqueira;MES=BOOKKEEPER-755: Incorrect number of seconds specified in a day (Joseph Redfern via fpj);7;1
151c50dbe;2014-05-23;AUTHOR=Flavio Paiva Junqueira;MES=BOOKKEEPER-750. Flake in BookieAutoRecoveryTest#testEmptyLedgerLosesQuorumEventually (ivank via fpj);7;3
d67f3a752;2014-05-23;AUTHOR=Flavio Paiva Junqueira;MES=BOOKKEEPER-750. Flake in BookieAutoRecoveryTest#testEmptyLedgerLosesQuorumEventually (ivank via fpj);7;1
ce3abc6e0;2014-05-27;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-756: Use HashedwheelTimer for request timeouts for PCBC (sijie via ivank);7;8
209dbf498;2014-05-30;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-763: findbugs fails to run on jenkins (ivank);7;0
64d017051;2014-05-30;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-758: Add TryReadLastAddConfirmed API (sijie via ivank);7;4
d11665de3;2014-05-30;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-751: Ensure all the bookkeeper callbacks not run under ledger handle lock (sijie via ivank);7;1
d86917af9;2014-06-02;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-745: Fix for false reports of ledger unreplication during rolling restarts. (ivank);7;7
404b83aba;2014-06-03;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-746: 5 new shell commands. List ledgers, list metadata, list underreplicated, show auditor and simpletest (ivank);7;3
68deb96d2;2014-06-05;AUTHOR=Flavio Paiva Junqueira;MES=BOOKKEEPER-766: Update notice.txt files to include 2014 (ivank via fpj);7;0
80c6e5526;2014-06-06;AUTHOR=Flavio Paiva Junqueira;MES=BOOKKEEPER-767: Allow loopback in tests (ivank via fpj);7;8
c9db76270;2014-06-10;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-765 bookkeeper script should fall back to java in path if JAVA_HOME is not set (ivank);7;0
37fda574a;2014-07-15;AUTHOR=Sijie Guo;MES=BOOKKEEPER-768: fix typo seconds to milliseconds in benchmark output (jialin via sijie);8;1
8f09334e2;2014-07-23;AUTHOR=Flavio Paiva Junqueira;MES=BOOKKEEPER-739: Test timeouts mostly ignored (sijie via fpj);8;76
c81076e4d;2014-07-24;AUTHOR=Flavio Paiva Junqueira;MES=BOOKKEEPER-582: Make bookie and client use protobuf for requests (non-wire part) (sijie via fpj);8;22
4ec0bf11c;2014-07-26;AUTHOR=Sijie Guo;MES=BOOKKEEPER-582: Make bookie and client use protobuf for requests (non-wire part) (missing files) (sijie);8;0
e30e116fc;2014-08-06;AUTHOR=Sijie Guo;MES=BOOKKEEPER-697: stats collection on bookkeeper server (sijie via fpj) (missing file);8;1
b6f33e49d;2014-08-14;AUTHOR=Sijie Guo;MES=BOOKKEEPER-774: Flaky test org.apache.bookkeeper.test.ReadOnlyBookieTest.testBookieShouldTurnWritableFromReadOnly (sijie);8;1
38a6fd300;2014-08-18;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-704: reconnectable zookeeper client wrapper (sijie via ivank);8;7
c0cef66c6;2014-08-18;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-630: Add tag to o.a.b.net.* to indict which release of hadoop they came from, move DNS to o.a.b.net.* and indent (sijie via ivank);8;12
e61a1968c;2014-08-19;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-704: reconnectable zookeeper client wrapper (sijie via ivank) [missing file];8;1
0c96765df;2014-09-04;AUTHOR=Flavio Paiva Junqueira;MES=BOOKKEEPER-780: Findbug issue in trunk (ivank via fpj);8;1
8f81eba34;2014-09-06;AUTHOR=Sijie Guo;MES=BOOKKEEPER-777: Flake in LedgerCloseTest (ivank via fpj);8;1
fd6835e4f;2014-09-06;AUTHOR=Sijie Guo;MES=BOOKKEEPER-779: jmx reporter for codahale metrics provider (ivank via sijie);8;1
8abec018f;2014-09-06;AUTHOR=Sijie Guo;MES=BOOKKEEPER-718: AuditorLedgerCheckerTest is flakey (ivank via sijie);8;1
6fe9f6349;2014-09-06;AUTHOR=Sijie Guo;MES=BOOKKEEPER-736: Stats for AutoRecovery (sijie);8;5
caf9ef945;2014-09-09;AUTHOR=Sijie Guo;MES=BOOKKEEPER-778: Flake in TestTryReadLastConfirmed (ivank via sijie);8;1
2e1346c5f;2014-09-09;AUTHOR=Flavio Paiva Junqueira;MES=BOOKKEEPER-781: Fix OOM on Hedwig Tests (sijie via fpj);8;0
fb6324b06;2014-09-09;AUTHOR=Flavio Paiva Junqueira;MES=BOOKKEEPER-776: Flaky test BookieRecoveryTest (ivank via fpj);8;1
77e68b5b0;2014-09-10;AUTHOR=Flavio Paiva Junqueira;MES=BOOKKEEPER-775: Improve MultipleThreadReadTest to reduce flakiness (sijie via fpj);8;1
c91805165;2014-09-17;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-783: Avoid running out of fds in MutlipleThreadReadTest (sijie via ivank);8;1
4f0e52d02;2014-09-18;AUTHOR=Sijie Guo;MES=BOOKKEEPER-785: Fix javadoc warnings in trunk (ivank via sijie);8;4
4a2174a91;2014-09-18;AUTHOR=Sijie Guo;MES=BOOKKEEPER-784: BookKeeperCloseTest#testLedgerCheck is failing intermittently (ivank via sijie);8;1
86480a21d;2014-09-18;AUTHOR=Sijie Guo;MES=BOOKKEEPER-782: Use builder pattern for Cookie (rakeshr via sijie);8;4
36478d1e6;2014-09-22;AUTHOR=Flavio Paiva Junqueira;MES=BOOKKEEPER-786: Fix Findbugs Error In Codahale Stats Provider (sijie via fpj);8;1
479cb452d;2014-09-23;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-787: Modify Cookie by removing 'znodeVersion' state/field (rakeshr via ivank);8;4
2d630bbd5;2014-09-29;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-773: Provide admin tool to rename bookie identifier in Cookies (rakeshr via ivank);8;3
3020fcb55;2014-10-15;AUTHOR=Sijie Guo;MES=BOOKKEEPER-793: Move to java 7;8;1
b17a30a46;2014-11-19;AUTHOR=Ivan Brendan Kelly;MES=BOOKKEEPER-797: IllegalArgumentException when calling CodahaleOpStatsLogger#toOpStatsData();8;2
6a94e45c6;2014-12-04;AUTHOR=Ivan Kelly;MES=BOOKKEEPER-815: Ledger fence state is lost when the ledger file is evicted (Charles Xie via ivank);8;2
78d6e49d4;2014-12-05;AUTHOR=Ivan Kelly;MES=BOOKKEEPER-800: Expose whether a ledger is closed or not (ivank);8;1
5de01f700;2014-12-05;AUTHOR=Ivan Kelly;MES=BOOKKEEPER-799: Distribution schedule coverage sets don't take gaps in response lists into account when writequorum > ackquorum (ivank);8;2
130ebfa8f;2014-12-05;AUTHOR=Sijie Guo;MES=BOOKKEEPER-805: NullPointException in bookie server when using twitter-ostrich-provider (Youngjoon Kim via sijie);8;1
0dfb4fb94;2014-12-05;AUTHOR=Sijie Guo;MES=BOOKKEEPER-809: Wrong metric on LedgerDeleteOp and LedgerOpenOp (Charles Xie via sijie);8;2
8a5ac7276;2014-12-05;AUTHOR=Sijie Guo;MES=BOOKKEEPER-805: NullPointException in bookie server when using twitter-ostrich-provider (Youngjoon Kim via sijie) (missing CHANGES.txt);8;0
ff5d2c512;2014-12-05;AUTHOR=Sijie Guo;MES=BOOKKEEPER-809: Wrong metric on LedgerDeleteOp and LedgerOpenOp (Charles Xie via sijie) (missing CHANGES.txt);8;0
492997b1e;2014-12-05;AUTHOR=Sijie Guo;MES=BOOKKEEPER-820: print out fi.isFenced() in BookieShell (zhaijia via sijie);8;1
2b88b11fa;2014-12-05;AUTHOR=Sijie Guo;MES=BOOKKEEPER-804: Client program is not terminated when using openLedgerNoRecovery (ivank via sijie);8;3
e790cab6d;2014-12-05;AUTHOR=Sijie Guo;MES=BOOKKEEPER-813: BookieShell doesn't find index directory (Charles Xie via sijie);8;1
92e502233;2014-12-05;AUTHOR=Sijie Guo;MES=BOOKKEEPER-810: Allow to configure TCP connect timeout (Charles Xie via sijie);8;2
24591f151;2014-12-05;AUTHOR=Sijie Guo;MES=BOOKKEEPER-811: Recovery tool doesn't remove cookie after recovering one bookie (Charles Xie via sijie);8;3
e79f8736a;2014-12-09;AUTHOR=Ivan Kelly;MES=BOOKKEEPER-795: Race condition causes writes to hang if ledger is fenced (sijie via ivank);8;4
0e3d95c94;2014-12-10;AUTHOR=Ivan Kelly;MES=BOOKKEEPER-814: clean up temp files that generated by test cases. (zhaijia via ivank);8;19
91b80f6c8;2014-12-12;AUTHOR=Ivan Kelly;MES=BOOKKEEPER-801: Bookkeeper client tutorial (ivank);8;0
264995cf2;2014-12-12;AUTHOR=Ivan Kelly;MES=BOOKKEEPER-803: Guide for making a replicated log out of ledgers (ivank);8;0
4050e7965;2015-01-12;AUTHOR=Ivan Kelly;MES=BOOKKEEPER-832: Allow starting bookie in ReadOnly mode (zhaijia via ivank);8;6
99b40326f;2015-01-13;AUTHOR=Ivan Kelly;MES=BOOKKEEPER-634: Provide admin tool to rename bookie identifier in ledger metadata (rakeshr via ivank);8;5
0d6a65d3b;2015-01-16;AUTHOR=fpj;MES=BOOKKEEPER-827 change throttle in GarbageCollector to use either "by entry" or "by byte" (Jia Zhai via fpj);8;3
afbab15ad;2015-01-19;AUTHOR=fpj;MES=BOOKKEEPER-830: Documentation has no structure (ivank via fpj);8;0
8b23bd30c;2015-02-22;AUTHOR=Sijie Guo;MES=BOOKKEEPER-838: ForceWriteThread::run() leaks “logFile.close()” when interrupt comes (zhaijia via sijie);8;1
e89ee080f;2015-03-12;AUTHOR=Sijie Guo;MES=BOOKKEEPER-839: AuditorPeriodicCheckTest timeout (rakeshr via sijie);8;1
0c7dfc077;2015-03-12;AUTHOR=Sijie Guo;MES=BOOKKEEPER-837: UpdateLedgerOp - Replace AbstractFuture with SettableFuture (rakeshr via sijie);8;1
f2928dca4;2015-03-12;AUTHOR=Sijie Guo;MES=BOOKKEEPER-831: Outdated links in tutorial (ivank via sijie);8;0
68c5b5a40;2015-03-17;AUTHOR=Sijie Guo;MES=BOOKKEEPER-840: Deadlock on flushLock on compaction (sijie);8;1
4a4802ab5;2015-03-17;AUTHOR=Sijie Guo;MES=BOOKKEEPER-828: Script for updating docs on website from master branch (ivank via sijie);8;0
7177f2a03;2015-03-17;AUTHOR=Sijie Guo;MES=BOOKKEEPER-834: test case error in test class TestDiskChecker (zhaijia via sijie);8;1
c181ea8aa;2015-03-17;AUTHOR=Sijie Guo;MES=BOOKKEEPER-844: Add more metrics about latency and bytes characteristics on bookie operations (Tong Yu via sijie);8;2
638b33256;2015-03-17;AUTHOR=Sijie Guo;MES=BOOKKEEPER-844: Add more metrics about latency and bytes characteristics on bookie operations (Tong Yu via sijie) (missing file);8;0
6622b46d4;2015-04-21;AUTHOR=Sijie Guo;MES=BOOKKEEPER-849: Collect stats with sub-milliseconds precision (Matteo Merli via sijie);8;25
fe6259c7e;2015-04-21;AUTHOR=Sijie Guo;MES=BOOKKEEPER-850: Use nanoseconds to calculate poll timeout when doing group commit (Matteo Merli via sijie);8;1
b24cd7fd8;2015-04-21;AUTHOR=Sijie Guo;MES=BOOKKEEPER-847: ArrayIndexOutOfBoundsException in LedgerFragmentReplicator::updateEnsembleInfo (zhaijia via sijie);8;1
70da24d50;2015-04-21;AUTHOR=Sijie Guo;MES=BOOKKEEPER-848: Use volatile for lastAddConfirmed (Matteo Merli via sijie);8;1
b6dd50534;2015-04-21;AUTHOR=Sijie Guo;MES=BOOKKEEPER-695: Some entry logs are not removed from the bookie storage (Matteo Merli via sijie);8;2
e0d331781;2015-04-21;AUTHOR=Sijie Guo;MES=BOOKKEEPER-836: disable compaction when disk becomes full, otherwise compaction will fill up disk quickly (zhaijia via sijie);8;4
da1a2fa6b;2015-04-21;AUTHOR=Sijie Guo;MES=BOOKKEEPER-833: EntryLogId and EntryLogLimit should not be larger than Integer.MAX_VALUE (sijie);8;4
26b17cba5;2015-04-21;AUTHOR=Sijie Guo;MES=BOOKKEEPER-846: TestLedgerChecker times out (rakeshr via sijie);8;1
6688d96b5;2015-05-19;AUTHOR=Sijie Guo;MES=BOOKKEEPER-835: Update copyright for 2015 on all active branches;8;0
5bd2edbf8;2015-05-19;AUTHOR=Sijie Guo;MES=BOOKKEEPER-835: Update copyright for 2015 on all active branches (sijie) (missing CHANGES.txt file);8;0
1387b2be4;2015-05-19;AUTHOR=Sijie Guo;MES=BOOKKEEPER-854: NPE on InterleavedLedgerStorage.onRotateEntryLog (sijie);8;1
6286c39ea;2015-05-19;AUTHOR=Sijie Guo;MES=BOOKKEEPER-821: Failing to write lastId to ledger directories should not fail startup of bookies (zhaijia via sijie);8;1
35fbcc357;2015-06-01;AUTHOR=Sijie Guo;MES=BOOKKEEPER-858: Fix broken links and typos in bookkeeper documents (Youngjoon Kim via sijie);9;0
8df7e0fb1;2015-07-06;AUTHOR=Sijie Guo;MES=BOOKKEEPER-823: Clean up temp files created by hedwig tests (Jia Zhai via sijie);9;1
a80bba272;2015-07-10;AUTHOR=fpj;MES=BOOKKEEPER-796: Make bookkeeper client use reconnectable zookeeper wrapper (sijie via fpj);9;24
8c1b9ebc2;2015-07-15;AUTHOR=Sijie Guo;MES=BOOKKEEPER-687: Use static final Logger for hedwig related modules (Ankur Garg via sijie);9;82
8bf97fb5b;2015-07-28;AUTHOR=fpj;MES=BOOKKEEPER-760: Don't close PCBC proactively if bookies disappeared from zookeeper znodes (sijie via fpj);9;2
c29a4f260;2015-08-11;AUTHOR=Sijie Guo;MES=BOOKKEEPER-863: Potential resource leak with unclosed LedgerManager in BookieShell (Ted Yu via sijie);9;1
a59bd5687;2015-09-07;AUTHOR=Sijie Guo;MES=BOOKKEEPER-802: Bookkeeper protocol documentation (ivank via sijie);9;0
5662416d8;2015-09-15;AUTHOR=Sijie Guo;MES=BOOKKEEPER-438: Move ledger id generation out of LedgerManager (Tong Yu via sijie);9;20
6cfecea6c;2015-10-06;AUTHOR=Sijie Guo;MES=BOOKKEEPER-862: Add tracing and stats to OrderedSafeExecutor for debugging slow tasks (Leigh Stewart via sijie);9;19
48ab23ef3;2015-10-06;AUTHOR=Sijie Guo;MES=BOOKKEEPER-868: Add ADD_ENTRY quorum timeout (Leigh Stewart via sijie);9;6
885cebf11;2015-10-06;AUTHOR=Sijie Guo;MES=BOOKKEEPER-826: PendingAddOp is ignoring ack response after meet ack quorum constraint (sijie);9;1
9803ee8e6;2015-10-10;AUTHOR=Sijie Guo;MES=BOOKKEEPER-872: Resource leak with unclosed LedgerManager in HierarchicalLedgerManagerFactory#format() (Ted Yu via sijie);9;2
8a3922e00;2015-10-15;AUTHOR=Sijie Guo;MES=BOOKKEEPER-866: Fix compile issue when Updating junit to latest release version( 4.12) in the test of  Bookkeeper-server. (Jia Zhai via sijie);9;8
355ddbc7c;2015-10-22;AUTHOR=Sijie Guo;MES=BOOKKEEPER-867: New Client API to allow applications pass-in EntryId. (Venkateswararao Jujjuri via sijie);9;7
e47fb5703;2015-10-22;AUTHOR=Sijie Guo;MES=BOOKKEEPER-867: New Client API to allow applications pass-in EntryId. (Venkateswararao Jujjuri via sijie) (missing CHANGES.txt);9;0
e42efa9a8;2016-01-21;AUTHOR=Sijie Guo;MES=BOOKKEEPER-877: Script for generating patch for reviews (sijie);10;0
